Your comment line - do NOT delete this line
Col 0: Elapsed time [s]
Col 1: Total counter (1000)
Col 2: Pulse rate [Hz]
Col 3: High volt. [kV]
Col 4: Beam energy [mJ]
Col 5: Laser tube press. [mbar]
Col 6: Laser tube temp. [C]
Col 7: Buffer press. [mbar]
Col 8: Power meter PM100USB [Watt]

Col 0		Col 1	Col 2	Col 3	Col 4	Col 5	Col 6	Col 7	Col 8
00000.2261	-1	10	19.0	-0.7256329270652313	-0.511556108056981	-0.8973687843520913	-0.540916299460625	-0.5485892031218733
00000.4998	-1	10	19.0	-0.5240746036173356	-0.9129069443824122	-0.8238245372602659	-0.4784724341491645	-0.10243687811386304
00000.7771	-1	10	19.0	-0.7553577808526097	-0.4984302909681908	-0.7105855807566492	-0.3825918234006256	-0.5224209463548654
00001.0116	-1	10	19.0	-0.8173457425864751	-0.9802480252663537	-0.13690282150763233	-0.537752687816768	-0.569309243347723
00001.2651	-1	10	19.0	-0.12051659572481321	-0.6553339913475853	-0.9381713037762937	-0.9349243194293348	-0.9396918967505079
00001.5209	-1	10	19.0	-0.920966361717635	-0.13499755990212958	-0.793891175778543	-0.24244506500222607	-0.12747699016045433
00001.7763	-1	10	19.0	-0.46618336541620575	-0.3725832339408913	-0.9140364213116171	-0.07937776758368653	-0.7322835536188228
00002.0323	-1	10	19.0	-0.7637234802567243	-0.14139671131511	-0.40752960262774174	-0.18171365193816014	-0.5561381143849502
00002.2636	-1	10	19.0	-0.8670379007590047	-0.2796030051946199	-0.35431420114072343	-0.6077865674143361	-0.9296261881163344
00002.4957	-1	10	19.0	-0.9843153212914367	-0.6735347468188698	-0.3515845205359145	-0.4467533706679869	-0.9100965852949902
00002.7433	-1	10	19.0	-0.2125205487173697	-0.516196029301985	-0.8604702965295904	-0.6887183029077911	-0.5319431598440268
00002.9753	-1	10	19.0	-0.06793215528049301	-0.027456956733298066	-0.3328417311323747	-0.29786363147246986	-0.03477940234029786
00003.2108	-1	10	19.0	-0.7206841165592935	-0.12327081076504054	-0.17056041732371174	-0.19581064732554132	-0.7304941545657186
00003.4393	-1	10	19.0	-0.353796918244877	-0.5546165910496056	-0.02326226661053188	-0.6990281831139276	-0.8822331814232152
00003.6884	-1	10	19.0	-0.4674954831117324	-0.39251108308325455	-0.8652831309865566	-0.5091033809005743	-0.38116878422004485
00003.9437	-1	10	19.0	-0.11329449719770945	-0.5824181450697288	-0.4078389210019494	-0.18874068245664277	-0.4308266674090194
